question_number,question,answer,marks,subject,level,topic,subtopic,document_type,question_type,estimated_difficulty,keywords,curriculum_tag,question_length,question_clarity,answer_completeness,data_completeness,quality_flags,subject_validation,level_validation,consistency_check,source_file
1,predation a. a relationship inwhich both speciesbenefit,a) True b) False c) False d) False e) False,3.0,Biology,O-Level,Evolution,,Revision/Questions,other,Medium,species,Biology-O-Level-Evolution,55,0.6499999999999999,0.615,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
1,Whatismeantby“populationdensity”?,A)The birth rate ofa population B)The number ofpeople ina country C)The number ofpeople living per unit area D)The growth rate ofa country,4.0,Biology,O-Level,Ecology,,Revision/Questions,explanation,Medium,population,Biology-O-Level-Ecology,33,0.75,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
1,Whichofthe followingisa major effectofdeforestationonecosystems?,A)Increasedbiodiversity C)Lossofhabitat for animalsandplants B)Improvedsoil fertility D) Increasedrainfall,4.0,Biology,O-Level,Ecology,,Revision/Questions,explanation,Medium,"system, ecosystem",Biology-O-Level-Ecology,64,0.75,0.7999999999999999,0.8999999999999999,ok,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
1,Which phase of mitosis is characterized by the chromosomes aligning at the equator of the cell?,a)Prophase c)Anaphase b)Metaphase d) Telophase,4.0,Biology,O-Level,Cell Biology,Mitosis,Revision/Questions,explanation,Medium,"cell, chromosome, mitosis",Biology-O-Level-Cell Biology,95,0.75,0.6725,0.8999999999999999,ok,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
1,Whatisthe mainaimofgene technology?,a)To study fossils b)To modify genetic material to obtaindesirable traits c)To increase mutationrate d)To remove all genesfromorganisms,4.0,Biology,O-Level,Genetics,,Revision/Questions,explanation,Medium,gene,Biology-O-Level-Genetics,35,0.75,0.7,0.8999999999999999,ok,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
1,Whatismeantby variation?,a)A difference betweenindividuals ofthe same species b)A change in the environment c)A type ofevolution d)The production ofoffspring,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,24,0.75,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
1,Whatismeantbynatural selection?,a)The breeding oforganismsby humansfor desiredtraits b)The survival andreproduction oforganisms bestadapted to their environment c)Random mating betweenorganisms d)The sudden change ina gene Page229of273 CompiledbyHUNGURIMANADieudonné(0788473140);ENDPKARUBANDA;HUYE,4.0,Biology,O-Level,Evolution,,Revision/Questions,explanation,Medium,natural selection,Biology-O-Level-Evolution,31,0.75,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whichis the correctorderof taxonomic ranks fromlargestto smallest?,A)Phylum →Kingdom →Class→Order →Family →Genus →Species B)Kingdom →Phylum →Class→Order→Family →Genus →Species C)Kingdom →Class→Phylum →Order →Family →Species→Genus D) Phylum→Class→Kingdom →Order→Family →Genus →Species,1.0,Biology,O-Level,,,Revision/Questions,true_false,Easy,,Biology-O-Level,66,0.75,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whichstructure controls whatentersandleavesthe cell?,A.Cell wall C. Cellmembrane B.Cytoplasm D. Nucleus,4.0,Biology,O-Level,Cell Biology,,Revision/Questions,explanation,Medium,cell,Biology-O-Level-Cell Biology,52,0.75,0.5875,0.8999999999999999,ok,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,"C)Meiosisin oogenesis is arrestedatcertain stagesand completes only after fertilization, while spermatogenesisisa continuous process afterpuberty.","Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",3.0,Biology,O-Level,Cell Biology,Meiosis,Revision/Questions,matching,Easy,"gene, meiosis",Biology-O-Level-Cell Biology,146,0.5,0.6,0.8999999999999999,no_clear_intent,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whichofthe following animalsisa chordate?,A. Earthworm C. Shark B.Cockroach D. Snail,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,41,0.75,0.5575,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whichofthe following is a biotic componentofan ecosystem?,A)Soil C)Temperature B)Water D) Plants,4.0,Biology,O-Level,Ecology,,Revision/Questions,explanation,Medium,"system, ecosystem",Biology-O-Level-Ecology,57,0.75,0.6425,0.8999999999999999,ok,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Reabsorption vi.Give the function ofthe urethra.,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",2.0,Biology,O-Level,,,Revision/Questions,recall,Easy,give,Biology-O-Level,48,0.6000000000000001,0.6,0.8999999999999999,ok,possibly_Maths,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Malaria is akiller disease inAfrica especially South ofthe Sahara. (i) What causesMalaria? (ii) Suggestpossible methodsyou woulduse to eradicateMalaria in your village. (iii) What steps has the government of Rwanda taken to reduce the infection of Malaria?,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",7.0,Biology,O-Level,,,Revision/Questions,explanation,Hard,disease,Biology-O-Level,256,0.75,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whichof the following is the body’s firstline ofdefense againstpathogens?,A. White blood cells C. Antibodies B.Skinand mucousmembranes D. Vaccines,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,pathogen,Biology-O-Level,73,0.75,0.67,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,WhichmethodprotectsagainstbothpregnancyandSTIs?,A. Condom C. Implant B.Birthcontrol pill D. IUD,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,47,0.75,0.5762499999999999,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whichofthe following isnota mode ofHIVtransmission?,A. Sharing needles C. Mosquito bites B.Unprotectedsex D. Frommotherto baby,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,51,0.75,0.6775,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,commensalism b.a relationship in which one species kills another for food,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",3.0,Biology,O-Level,Evolution,,Revision/Questions,other,Medium,species,Biology-O-Level-Evolution,73,0.6499999999999999,0.6,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whichofthe following is a renewable naturalresource?,A)Coal C)Forests B)Natural gas D) Oil,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,52,0.75,0.6387499999999999,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whatis a directconsequenceofwaterpollutiononaquatic ecosystems?,A)Increasein fishpopulation B)Increasein waterpH C)Death ofaquatic life due totoxins D)Formation ofnew wetlands,4.0,Biology,O-Level,Ecology,,Revision/Questions,explanation,Medium,"system, ecosystem",Biology-O-Level-Ecology,63,0.75,0.7,0.8999999999999999,ok,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,The greenhouseeffectresults when a.global temperaturesincrease. c. global weatherpatterns change. b. fossilfuels areburned. d.greenhousegasestrapsolarradiation.,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",3.0,Biology,O-Level,Evolution,,Revision/Questions,other,Medium,fossil,Biology-O-Level-Evolution,160,0.6499999999999999,0.6,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whichof the following occursduring anaphaseofmitosis?,a)Nuclearmembrane reforms b)Sister chromatids separate andmoveto opposite poles c)Spindle fibersdisappear d)Chromosomescondense Page170of273 CompiledbyHUNGURIMANADieudonné(0788473140);ENDPKARUBANDA;HUYE 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 a) Namereproduction types A andB. b) State 2advantages oftype A. Sexual reproduction in flowering plants,4.0,Biology,O-Level,Cell Biology,Mitosis,Revision/Questions,explanation,Medium,mitosis,Biology-O-Level-Cell Biology,53,0.75,0.7999999999999999,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whichofthe following enzymesisusedto cutDNA atspecificsites?,a)DNA ligase c)Restrictionendonuclease b)DNA polymerase d) Reversetranscriptase,4.0,Biology,O-Level,Genetics,,Revision/Questions,explanation,Medium,"dna, enzyme",Biology-O-Level-Genetics,60,0.75,0.7962499999999999,0.8999999999999999,ok,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Whichofthe followingcausesvariationinorganisms?,a)Mutation andsexual reproduction c)Excretion b)Photosynthesis d) Respiration,4.0,Biology,O-Level,Human Biology,,Revision/Questions,explanation,Medium,"organ, organism",Biology-O-Level-Human Biology,47,0.75,0.78875,0.8999999999999999,ok,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,Thetheoryofnatural selectionwasproposedby:,a)GregorMendel c)Louis Pasteur b)CharlesDarwin d) CarolusLinnaeus,6.0,Biology,O-Level,Evolution,,Revision/Questions,design,Medium,natural selection,Biology-O-Level-Evolution,42,0.5,0.5625,0.8999999999999999,no_clear_intent,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,b) Misconceptions about how HIV is transmitted,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,46,0.6499999999999999,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
2,b) How the body reacts to sexualstimulation,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,43,0.6499999999999999,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,Whichof the following pairsisleastclosely relatedtaxonomically?,A)PantheraleoandPantheratigris C)FeliscatusandCanislupus B)CanislupusandCanisfamiliaris D)ZeamaysandZeamexicana,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,63,0.75,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,What is the total magnification of a microscope with a 10× eyepiece and 40× objective lens?,A. 40× C.400× B.50× D.140×,2.0,Biology,O-Level,,,Revision/Questions,definition,Easy,,Biology-O-Level,91,0.75,0.495,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,C)FeliscatusandCanislupus?,Carbon dioxide c) Chloroplast,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,26,0.6000000000000001,0.50875,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,Whatis the primarysourceofenergyfor mostecosystems?,A)Wind C)The sun B)Water D) Soil nutrients,4.0,Biology,O-Level,Ecology,,Revision/Questions,explanation,Medium,"system, ecosystem",Biology-O-Level-Ecology,51,0.75,0.6575,0.8999999999999999,ok,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,Cholera is a highly dangerous disease which is spread by bacteria. It is spread by eating ordrinking foodor waterwhich iscontaminated withthe bacteria. (a) Which part of the body is likely to be infected first when someone drinks water containing the cholerabacteria? (b) Explainhow the cholerabacteria inside the body maycause disease. (c) Nameother groups ofmicrobesthat frequently cause disease. (d) People crowded together in refugee camps are likely to catch the disease. Explain why. (e) Explainhow the body defends itselfagainstbacteria.,Carbon dioxide c) Chloroplast,8.0,Biology,O-Level,,,Revision/Questions,explanation,Hard,"disease, explain, name",Biology-O-Level,544,0.8,0.454375,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,Whichof the following is NOT a physical barriertoinfection?,A. Skin C. Stomachacid B.Tears D. Antibodies,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,59,0.75,0.565,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,How do hormonalbirthcontrol methodsprimarilypreventpregnancy?,A. Killing sperm C. Blocking fallopian tubes B.Preventing ovulation D. Thickening the uterus lining,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,61,0.75,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,WhichSTDiscausedbya bacterium?,A. Herpes C. Gonorrhea B.HIV D. HPV,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,30,0.75,0.53125,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,"(a)Small intestines. (b) Whencholerabacteriacolonize the intestine, they producethe toxinwhich causesthe body to secrete enormousamounts ofwater,leading to diarrhoea and a rapidlossoffluids andsalts(electrolytes). (c)Virus orprotozoa (d) Lackofcleanwater, lackof hygiene,improperdisposalof wastes,inadequate cooking utensils inorderto getwhereto keepproperly their food. (e)The phagocytes engulf bacteriaandingestthem.",Carbon dioxide c) Chloroplast,6.0,Biology,O-Level,,,Revision/Questions,explanation,Hard,,Biology-O-Level,418,0.6499999999999999,0.47250000000000003,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,mutualism c.a relationship in which one species is helped and the other isneither harmednor helped,Carbon dioxide c) Chloroplast,3.0,Biology,O-Level,Evolution,,Revision/Questions,other,Medium,species,Biology-O-Level-Evolution,98,0.6499999999999999,0.5449999999999999,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,Whichhumanactivity mostdirectly affectsthe availabilityoffreshwater?,A)Mining of coal B)Cutting down trees C)Overuseofrivers andlakesfor agriculture andindustry D)Constructing roads,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,68,0.75,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,How does excessiveuseoffertilizersaffectecosystems?,A)Increasesforestgrowth B)Causeseutrophication inwater bodies C)Improvesfishbreeding D)Reduces soil erosion,4.0,Biology,O-Level,Ecology,,Revision/Questions,explanation,Medium,"system, ecosystem",Biology-O-Level-Ecology,51,0.75,0.7,0.8999999999999999,ok,valid,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,Whichofthe following improvespersonalhygiene practices?,a)Low income c)Overcrowding b)Good sanitation d) Poorwastedisposal,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,55,0.75,0.7474999999999999,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,Whichofthe following is a responsibledecisionregarding sexual relationships?,a)Acting out ofpressure c)Considering consequencesbefore acting b)Making decisions while drunk d) Ignoring personal boundaries,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,76,0.75,0.7999999999999999,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,Whichofthe following reducesHIV stigmaincommunities?,a)Isolation ofinfectedpeople b)Accurate healtheducation Page217of273 CompiledbyHUNGURIMANADieudonné(0788473140);ENDPKARUBANDA;HUYE c)Spreading rumours d)Avoiding HIV discussions,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,52,0.75,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,Whichofthe following influencessexual behaviourthe most?,a)Hair colour b)Personal values andcultural beliefs c)Shoe size d)Height,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,,Biology-O-Level,56,0.75,0.67,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
3,Continuousvariationis bestdescribedas:,a)Variationwith distinctcategories b)Variationshowing a range without clearboundaries c)Variationcausedby asingle gene d)Variationnot affectedby the environment,4.0,Biology,O-Level,,,Revision/Questions,explanation,Medium,describe,Biology-O-Level,38,0.6499999999999999,0.7,0.8999999999999999,ok,unclear,valid,consistent,BIOLOGY REVISION QUESTIONS FOR ORDINARY LEVEL OK.pdf
